scenario,level,file_path,original_syntax_valid,original_error,fixed_syntax_valid,fixed_error,solvable,solve_time,plan_length,fixes_applied,processing_time
scenario_0019,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0019/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,7.867813110351562e-06,0,55,0.0012106895446777344
scenario_0020,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0020/strategic.pddl,True,,False,,False,7.3909759521484375e-06,0,0,0.001130819320678711
scenario_0020,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0020/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,9.298324584960938e-06,8,26,0.0012059211730957031
scenario_0020,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0020/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xd4 in position 3837: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xd4 in position 3837: invalid continuation byte,False,0.0,0,0,0.001325368881225586
scenario_0021,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0021/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.58306884765625e-06,0,9,0.0012311935424804688
scenario_0021,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0021/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,4,37,0.00157928466796875
scenario_0021,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0021/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,38,0.001474618911743164
scenario_0022,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0022/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.049041748046875e-05,0,9,0.0016236305236816406
scenario_0022,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0022/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,39,0.0013513565063476562
scenario_0022,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0022/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,5,35,0.0015468597412109375
scenario_0023,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0023/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,9,0.0012793540954589844
scenario_0023,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0023/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,29,0.0013551712036132812
scenario_0023,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0023/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,8,50,0.0013720989227294922
scenario_0024,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0024/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,7.62939453125e-06,0,8,0.0012094974517822266
scenario_0024,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0024/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.049041748046875e-05,5,25,0.0017018318176269531
scenario_0024,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0024/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,8.821487426757812e-06,7,57,0.001224517822265625
scenario_0025,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0025/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,6.9141387939453125e-06,0,8,0.0011761188507080078
scenario_0025,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0025/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,9.775161743164062e-06,7,33,0.0020363330841064453
scenario_0025,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0025/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,55,0.00467681884765625
scenario_0026,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0026/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,8,0.0013508796691894531
scenario_0026,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0026/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,50,0.0016140937805175781
scenario_0026,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0026/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 2204: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 2204: invalid continuation byte,False,0.0,0,0,0.0012531280517578125
scenario_0027,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0027/strategic.pddl,True,,False,,False,9.5367431640625e-06,0,0,0.0013337135314941406
scenario_0027,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0027/tactical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb9 in position 291: invalid start byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb9 in position 291: invalid start byte,False,0.0,0,0,0.0022859573364257812
scenario_0027,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0027/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2159347534179688e-05,4,43,0.0013186931610107422
scenario_0028,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0028/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,6,0.0028228759765625
scenario_0028,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0028/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,33,0.0016331672668457031
scenario_0028,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0028/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,34,0.00147247314453125
scenario_0029,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0029/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,7,0.0013985633850097656
scenario_0029,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0029/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.0251998901367188e-05,8,30,0.0012204647064208984
scenario_0029,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0029/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2159347534179688e-05,7,56,0.001455545425415039
scenario_0030,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0030/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,9,0.0024712085723876953
scenario_0030,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0030/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,33,0.001478433609008789
scenario_0030,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0030/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.4066696166992188e-05,6,61,0.00177001953125
scenario_0031,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0031/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,8,6,0.0018203258514404297
scenario_0031,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0031/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.0967254638671875e-05,4,35,0.0013446807861328125
scenario_0031,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0031/technical.pddl,False,Missing (:domain ...) declaration,False,,True,1.3828277587890625e-05,6,0,0.004721164703369141
scenario_0032,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0032/strategic.pddl,True,,False,,True,1.0728836059570312e-05,7,0,0.001421213150024414
scenario_0032,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0032/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0251998901367188e-05,0,38,0.0018124580383300781
scenario_0032,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0032/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,74,0.0015704631805419922
scenario_0033,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0033/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,7,0.0015413761138916016
scenario_0033,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0033/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,42,0.0016062259674072266
scenario_0033,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0033/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,60,0.001331329345703125
scenario_0034,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0034/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,9,0.0013544559478759766
scenario_0034,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0034/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.58306884765625e-06,0,37,0.0014033317565917969
scenario_0034,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0034/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,36,0.0017275810241699219
scenario_0035,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0035/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,9,0.00147247314453125
scenario_0035,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0035/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.4781951904296875e-05,3,60,0.0014958381652832031
scenario_0035,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0035/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1444091796875e-05,5,62,0.004592418670654297
scenario_0036,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0036/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,9,0.0015943050384521484
scenario_0036,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0036/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0251998901367188e-05,0,29,0.0018296241760253906
scenario_0036,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0036/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1920928955078125e-05,3,67,0.0017344951629638672
scenario_0037,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0037/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,8,0.0015001296997070312
scenario_0037,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0037/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,8,34,0.0023877620697021484
scenario_0037,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0037/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.239776611328125e-05,0,44,0.0018572807312011719
scenario_0038,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0038/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.239776611328125e-05,0,6,0.0016252994537353516
